date,consumption
7/1/14 0:00,10844
7/1/14 0:30,8127
7/1/14 1:00,6210
7/1/14 1:30,4656
7/1/14 2:00,3820
7/1/14 2:30,2873
7/1/14 3:00,2369
7/1/14 3:30,2064
7/1/14 4:00,2221
7/1/14 4:30,2158
7/1/14 5:00,2515
7/1/14 5:30,4364
7/1/14 6:00,6526
7/1/14 6:30,11039
7/1/14 7:00,13857
7/1/14 7:30,15865
7/1/14 8:00,17920
7/1/14 8:30,20346
7/1/14 9:00,19539
7/1/14 9:30,20107
7/1/14 10:00,18984
7/1/14 10:30,17720
7/1/14 11:00,17249
7/1/14 11:30,18463
7/1/14 12:00,18908
7/1/14 12:30,18886
7/1/14 13:00,18178
7/1/14 13:30,19459
7/1/14 14:00,19546
7/1/14 14:30,20591
7/1/14 15:00,19380
7/1/14 15:30,18544
7/1/14 16:00,16228
7/1/14 16:30,15013
7/1/14 17:00,17203
7/1/14 17:30,19525
7/1/14 18:00,22966
7/1/14 18:30,27598
7/1/14 19:00,26827
7/1/14 19:30,24904
7/1/14 20:00,22875
7/1/14 20:30,20394
7/1/14 21:00,23401
7/1/14 21:30,24439
7/1/14 22:00,23318
7/1/14 22:30,21733
7/1/14 23:00,20104
7/1/14 23:30,16111
7/2/14 0:00,13370
7/2/14 0:30,9945
7/2/14 1:00,7571
7/2/14 1:30,5917
7/2/14 2:00,4820
7/2/14 2:30,3634
7/2/14 3:00,2993
7/2/14 3:30,2535
7/2/14 4:00,2570
7/2/14 4:30,2485
7/2/14 5:00,2868
7/2/14 5:30,4482
7/2/14 6:00,6788
7/2/14 6:30,11078
7/2/14 7:00,13729
7/2/14 7:30,16700
7/2/14 8:00,19156
7/2/14 8:30,19953
7/2/14 9:00,19502
7/2/14 9:30,18994
7/2/14 10:00,17311
7/2/14 10:30,17904
7/2/14 11:00,17133
7/2/14 11:30,18589
7/2/14 12:00,19134
7/2/14 12:30,19259
7/2/14 13:00,18667
7/2/14 13:30,19078
7/2/14 14:00,18546
7/2/14 14:30,18593
7/2/14 15:00,17967
7/2/14 15:30,16624
7/2/14 16:00,14634
7/2/14 16:30,13888
7/2/14 17:00,17430
7/2/14 17:30,21919
7/2/14 18:00,23633
7/2/14 18:30,24512
7/2/14 19:00,24887
7/2/14 19:30,26872
7/2/14 20:00,22009
7/2/14 20:30,18259
7/2/14 21:00,20844
7/2/14 21:30,22576
7/2/14 22:00,22401
7/2/14 22:30,19056
7/2/14 23:00,17518
7/2/14 23:30,15307
7/3/14 0:00,12646
7/3/14 0:30,10562
7/3/14 1:00,8416
7/3/14 1:30,7098
7/3/14 2:00,5826
7/3/14 2:30,4383
7/3/14 3:00,3270
7/3/14 3:30,2948
7/3/14 4:00,3146
7/3/14 4:30,3077
7/3/14 5:00,3000
7/3/14 5:30,4592
7/3/14 6:00,6486
7/3/14 6:30,10113
7/3/14 7:00,12240
7/3/14 7:30,14574
7/3/14 8:00,16778
7/3/14 8:30,18910
7/3/14 9:00,18350
7/3/14 9:30,17218
7/3/14 10:00,16097
7/3/14 10:30,16409
7/3/14 11:00,15893
7/3/14 11:30,16778
7/3/14 12:00,17604
7/3/14 12:30,18665
7/3/14 13:00,19045
7/3/14 13:30,19261
7/3/14 14:00,19363
7/3/14 14:30,19078
7/3/14 15:00,18193
7/3/14 15:30,16635
7/3/14 16:00,14615
7/3/14 16:30,13759
7/3/14 17:00,17008
7/3/14 17:30,19595
7/3/14 18:00,21328
7/3/14 18:30,22661
7/3/14 19:00,29985
7/3/14 19:30,21501
7/3/14 20:00,22684
7/3/14 20:30,22188
7/3/14 21:00,22663
7/3/14 21:30,19573
7/3/14 22:00,17136
7/3/14 22:30,16606
7/3/14 23:00,16166
7/3/14 23:30,16020
7/4/14 0:00,15591
7/4/14 0:30,14395
7/4/14 1:00,12535
7/4/14 1:30,11341
7/4/14 2:00,9980
7/4/14 2:30,8404
7/4/14 3:00,7200
7/4/14 3:30,6578
7/4/14 4:00,5657
7/4/14 4:30,4474
7/4/14 5:00,3459
7/4/14 5:30,3276
7/4/14 6:00,3595
7/4/14 6:30,4240
7/4/14 7:00,4828
7/4/14 7:30,4926
7/4/14 8:00,5165
7/4/14 8:30,5776
7/4/14 9:00,7338
7/4/14 9:30,7839
7/4/14 10:00,8623
7/4/14 10:30,9731
7/4/14 11:00,11024
7/4/14 11:30,13231
7/4/14 12:00,13613
7/4/14 12:30,13737
7/4/14 13:00,15574
7/4/14 13:30,14226
7/4/14 14:00,18480
7/4/14 14:30,18265
7/4/14 15:00,16575
7/4/14 15:30,16417
7/4/14 16:00,14703
7/4/14 16:30,13469
7/4/14 17:00,12105
7/4/14 17:30,11676
7/4/14 18:00,15487
7/4/14 18:30,15077
7/4/14 19:00,14999
7/4/14 19:30,14487
7/4/14 20:00,14415
7/4/14 20:30,13796
7/4/14 21:00,14036
7/4/14 21:30,14021
7/4/14 22:00,15593
7/4/14 22:30,16589
7/4/14 23:00,17984
7/4/14 23:30,18035
7/5/14 0:00,17576
7/5/14 0:30,16189
7/5/14 1:00,14441
7/5/14 1:30,12535
7/5/14 2:00,11006
7/5/14 2:30,9151
7/5/14 3:00,8010
7/5/14 3:30,7096
7/5/14 4:00,6407
7/5/14 4:30,4421
7/5/14 5:00,3126
7/5/14 5:30,2514
7/5/14 6:00,2550
7/5/14 6:30,3148
7/5/14 7:00,3658
7/5/14 7:30,4345
7/5/14 8:00,4682
7/5/14 8:30,6248
7/5/14 9:00,7454
7/5/14 9:30,9010
7/5/14 10:00,10280
7/5/14 10:30,11488
7/5/14 11:00,11595
7/5/14 11:30,13098
7/5/14 12:00,12623
7/5/14 12:30,13031
7/5/14 13:00,13263
7/5/14 13:30,13349
7/5/14 14:00,13822
7/5/14 14:30,13716
7/5/14 15:00,13919
7/5/14 15:30,14203
7/5/14 16:00,13179
7/5/14 16:30,13708
7/5/14 17:00,13897
7/5/14 17:30,14740
7/5/14 18:00,14575
7/5/14 18:30,16085
7/5/14 19:00,18182
7/5/14 19:30,16861
7/5/14 20:00,14140
7/5/14 20:30,14477
7/5/14 21:00,15293
7/5/14 21:30,15457
7/5/14 22:00,16048
7/5/14 22:30,17477
7/5/14 23:00,16391
7/5/14 23:30,17006
7/6/14 0:00,15427
7/6/14 0:30,14615
7/6/14 1:00,13124
7/6/14 1:30,12222
7/6/14 2:00,11134
7/6/14 2:30,9145
7/6/14 3:00,8624
7/6/14 3:30,7885
7/6/14 4:00,7167
7/6/14 4:30,4805
7/6/14 5:00,3103
7/6/14 5:30,2671
7/6/14 6:00,2510
7/6/14 6:30,2917
7/6/14 7:00,3189
7/6/14 7:30,4107
7/6/14 8:00,4122
7/6/14 8:30,5654
7/6/14 9:00,6360
7/6/14 9:30,8406
7/6/14 10:00,9372
7/6/14 10:30,11067
7/6/14 11:00,11595
7/6/14 11:30,12909
7/6/14 12:00,13715
7/6/14 12:30,13648
7/6/14 13:00,14296
7/6/14 13:30,14798
7/6/14 14:00,15473
7/6/14 14:30,16032
7/6/14 15:00,14661
7/6/14 15:30,14836
7/6/14 16:00,13700
7/6/14 16:30,14565
7/6/14 17:00,15392
7/6/14 17:30,16866
7/6/14 18:00,16893
7/6/14 18:30,16877
7/6/14 19:00,17025
7/6/14 19:30,15884
7/6/14 20:00,14487
7/6/14 20:30,14159
7/6/14 21:00,16135
7/6/14 21:30,16165
7/6/14 22:00,14025
7/6/14 22:30,13970
7/6/14 23:00,13198
7/6/14 23:30,11355
7/7/14 0:00,8675
7/7/14 0:30,7180
7/7/14 1:00,5178
7/7/14 1:30,3658
7/7/14 2:00,3181
7/7/14 2:30,2402
7/7/14 3:00,1944
7/7/14 3:30,1877
7/7/14 4:00,2257
7/7/14 4:30,2280
7/7/14 5:00,2575
7/7/14 5:30,4174
7/7/14 6:00,6346
7/7/14 6:30,10594
7/7/14 7:00,12632
7/7/14 7:30,14893
7/7/14 8:00,16470
7/7/14 8:30,18998
7/7/14 9:00,17792
7/7/14 9:30,16396
7/7/14 10:00,14128
7/7/14 10:30,14161
7/7/14 11:00,14154
7/7/14 11:30,15074
7/7/14 12:00,15188
7/7/14 12:30,15483
7/7/14 13:00,15338
7/7/14 13:30,16242
7/7/14 14:00,16579
7/7/14 14:30,16885
7/7/14 15:00,16824
7/7/14 15:30,16238
7/7/14 16:00,15702
7/7/14 16:30,15132
7/7/14 17:00,17500
7/7/14 17:30,19167
7/7/14 18:00,21398
7/7/14 18:30,22382
7/7/14 19:00,22270
7/7/14 19:30,20575
7/7/14 20:00,18824
7/7/14 20:30,17909
7/7/14 21:00,19707
7/7/14 21:30,19066
7/7/14 22:00,17755
7/7/14 22:30,16583
7/7/14 23:00,14955
7/7/14 23:30,11849
7/8/14 0:00,9292
7/8/14 0:30,8110
7/8/14 1:00,7352
7/8/14 1:30,5049
7/8/14 2:00,3451
7/8/14 2:30,2465
7/8/14 3:00,2125
7/8/14 3:30,1877
7/8/14 4:00,2069
7/8/14 4:30,2080
7/8/14 5:00,2375
7/8/14 5:30,4303
7/8/14 6:00,6537
7/8/14 6:30,11331
7/8/14 7:00,13565
7/8/14 7:30,16455
7/8/14 8:00,18310
7/8/14 8:30,20288
7/8/14 9:00,19564
7/8/14 9:30,19380
7/8/14 10:00,16507
7/8/14 10:30,16939
7/8/14 11:00,16113
7/8/14 11:30,17537
7/8/14 12:00,18120
7/8/14 12:30,18038
7/8/14 13:00,17870
7/8/14 13:30,18427
7/8/14 14:00,18971
7/8/14 14:30,19071
7/8/14 15:00,18646
7/8/14 15:30,18229
7/8/14 16:00,15977
7/8/14 16:30,15026
7/8/14 17:00,17398
7/8/14 17:30,20865
7/8/14 18:00,23875
7/8/14 18:30,25290
7/8/14 19:00,25510
7/8/14 19:30,24535
7/8/14 20:00,21922
7/8/14 20:30,20113
7/8/14 21:00,22079
7/8/14 21:30,23111
7/8/14 22:00,25209
7/8/14 22:30,21978
7/8/14 23:00,18320
7/8/14 23:30,14881
7/9/14 0:00,12053
7/9/14 0:30,9409
7/9/14 1:00,7740
7/9/14 1:30,5528
7/9/14 2:00,4667
7/9/14 2:30,3242
7/9/14 3:00,2678
7/9/14 3:30,2370
7/9/14 4:00,2475
7/9/14 4:30,2304
7/9/14 5:00,2491
7/9/14 5:30,4117
7/9/14 6:00,6435
7/9/14 6:30,11067
7/9/14 7:00,13384
7/9/14 7:30,17194
7/9/14 8:00,18510
7/9/14 8:30,20464
7/9/14 9:00,19777
7/9/14 9:30,18928
7/9/14 10:00,17243
7/9/14 10:30,17490
7/9/14 11:00,16558
7/9/14 11:30,17830
7/9/14 12:00,18203
7/9/14 12:30,18126
7/9/14 13:00,18122
7/9/14 13:30,18488
7/9/14 14:00,18487
7/9/14 14:30,18542
7/9/14 15:00,18240
7/9/14 15:30,17393
7/9/14 16:00,15175
7/9/14 16:30,15360
7/9/14 17:00,17103
7/9/14 17:30,19561
7/9/14 18:00,22262
7/9/14 18:30,24725
7/9/14 19:00,25995
7/9/14 19:30,26319
7/9/14 20:00,24995
7/9/14 20:30,20534
7/9/14 21:00,23458
7/9/14 21:30,24681
7/9/14 22:00,23955
7/9/14 22:30,23655
7/9/14 23:00,21896
7/9/14 23:30,19338
7/10/14 0:00,15185
7/10/14 0:30,11459
7/10/14 1:00,8847
7/10/14 1:30,6580
7/10/14 2:00,5247
7/10/14 2:30,4127
7/10/14 3:00,3440
7/10/14 3:30,2957
7/10/14 4:00,2779
7/10/14 4:30,2532
7/10/14 5:00,2718
7/10/14 5:30,4449
7/10/14 6:00,6601
7/10/14 6:30,11202
7/10/14 7:00,13934
7/10/14 7:30,17176
7/10/14 8:00,19057
7/10/14 8:30,21112
7/10/14 9:00,19882
7/10/14 9:30,19024
7/10/14 10:00,16989
7/10/14 10:30,16979
7/10/14 11:00,16381
7/10/14 11:30,17815
7/10/14 12:00,18029
7/10/14 12:30,17495
7/10/14 13:00,17075
7/10/14 13:30,18234
7/10/14 14:00,18091
7/10/14 14:30,18495
7/10/14 15:00,17523
7/10/14 15:30,16714
7/10/14 16:00,14735
7/10/14 16:30,13610
7/10/14 17:00,16290
7/10/14 17:30,19152
7/10/14 18:00,21865
7/10/14 18:30,24347
7/10/14 19:00,26186
7/10/14 19:30,25852
7/10/14 20:00,23995
7/10/14 20:30,21664
7/10/14 21:00,25027
7/10/14 21:30,25431
7/10/14 22:00,25643
7/10/14 22:30,24654
7/10/14 23:00,23154
7/10/14 23:30,21863
7/11/14 0:00,20051
7/11/14 0:30,16122
7/11/14 1:00,13107
7/11/14 1:30,10506
7/11/14 2:00,8444
7/11/14 2:30,6876
7/11/14 3:00,5375
7/11/14 3:30,4366
7/11/14 4:00,4183
7/11/14 4:30,3249
7/11/14 5:00,3134
7/11/14 5:30,4620
7/11/14 6:00,6725
7/11/14 6:30,10651
7/11/14 7:00,12952
7/11/14 7:30,15808
7/11/14 8:00,17565
7/11/14 8:30,19784
7/11/14 9:00,19699
7/11/14 9:30,18663
7/11/14 10:00,16509
7/11/14 10:30,16600
7/11/14 11:00,15636
7/11/14 11:30,17434
7/11/14 12:00,17668
7/11/14 12:30,17124
7/11/14 13:00,17124
7/11/14 13:30,17489
7/11/14 14:00,18371
7/11/14 14:30,18381
7/11/14 15:00,17898
7/11/14 15:30,16350
7/11/14 16:00,14688
7/11/14 16:30,14227
7/11/14 17:00,16924
7/11/14 17:30,19952
7/11/14 18:00,22665
7/11/14 18:30,23465
7/11/14 19:00,25111
7/11/14 19:30,23984
7/11/14 20:00,21701
7/11/14 20:30,20592
7/11/14 21:00,22630
7/11/14 21:30,22854
7/11/14 22:00,23892
7/11/14 22:30,24959
7/11/14 23:00,26039
7/11/14 23:30,26873
7/12/14 0:00,25871
7/12/14 0:30,24874
7/12/14 1:00,23243
7/12/14 1:30,21674
7/12/14 2:00,19221
7/12/14 2:30,16140
7/12/14 3:00,13371
7/12/14 3:30,12041
7/12/14 4:00,10301
7/12/14 4:30,6472
7/12/14 5:00,4507
7/12/14 5:30,3682
7/12/14 6:00,3422
7/12/14 6:30,4554
7/12/14 7:00,5347
7/12/14 7:30,6853
7/12/14 8:00,7107
7/12/14 8:30,9463
7/12/14 9:00,11022
7/12/14 9:30,13393
7/12/14 10:00,13567
7/12/14 10:30,15452
7/12/14 11:00,15525
7/12/14 11:30,17165
7/12/14 12:00,17263
7/12/14 12:30,18418
7/12/14 13:00,18578
7/12/14 13:30,18762
7/12/14 14:00,18076
7/12/14 14:30,18604
7/12/14 15:00,18580
7/12/14 15:30,19306
7/12/14 16:00,18140
7/12/14 16:30,17455
7/12/14 17:00,18980
7/12/14 17:30,21152
7/12/14 18:00,22483
7/12/14 18:30,22534
7/12/14 19:00,22801
7/12/14 19:30,22117
7/12/14 20:00,19864
7/12/14 20:30,19494
7/12/14 21:00,20607
7/12/14 21:30,20627
7/12/14 22:00,21706
7/12/14 22:30,24243
7/12/14 23:00,25204
7/12/14 23:30,25752
7/13/14 0:00,25792
7/13/14 0:30,25033
7/13/14 1:00,23935
7/13/14 1:30,21440
7/13/14 2:00,19468
7/13/14 2:30,16622
7/13/14 3:00,14485
7/13/14 3:30,12974
7/13/14 4:00,11191
7/13/14 4:30,6911
7/13/14 5:00,4410
7/13/14 5:30,3467
7/13/14 6:00,3429
7/13/14 6:30,3599
7/13/14 7:00,3575
7/13/14 7:30,4557
7/13/14 8:00,5243
7/13/14 8:30,6588
7/13/14 9:00,8009
7/13/14 9:30,10743
7/13/14 10:00,13524
7/13/14 10:30,16179
7/13/14 11:00,14905
7/13/14 11:30,16916
7/13/14 12:00,17082
7/13/14 12:30,18606
7/13/14 13:00,18935
7/13/14 13:30,20175
7/13/14 14:00,22219
7/13/14 14:30,22868
7/13/14 15:00,20375
7/13/14 15:30,18489
7/13/14 16:00,16187
7/13/14 16:30,14015
7/13/14 17:00,14261
7/13/14 17:30,20081
7/13/14 18:00,21503
7/13/14 18:30,19850
7/13/14 19:00,18383
7/13/14 19:30,17640
7/13/14 20:00,16225
7/13/14 20:30,15566
7/13/14 21:00,17088
7/13/14 21:30,16968
7/13/14 22:00,15271
7/13/14 22:30,14141
7/13/14 23:00,12851
7/13/14 23:30,13877
7/14/14 0:00,12484
7/14/14 0:30,9037
7/14/14 1:00,7393
7/14/14 1:30,5176
7/14/14 2:00,3479
7/14/14 2:30,2755
7/14/14 3:00,2027
7/14/14 3:30,1769
7/14/14 4:00,2091
7/14/14 4:30,2553
7/14/14 5:00,2853
7/14/14 5:30,4835
7/14/14 6:00,6603
7/14/14 6:30,11230
7/14/14 7:00,13395
7/14/14 7:30,15650
7/14/14 8:00,17601
7/14/14 8:30,18818
7/14/14 9:00,18515
7/14/14 9:30,16972
7/14/14 10:00,15316
7/14/14 10:30,16003
7/14/14 11:00,14818
7/14/14 11:30,15610
7/14/14 12:00,16536
7/14/14 12:30,16153
7/14/14 13:00,15548
7/14/14 13:30,16500
7/14/14 14:00,16726
7/14/14 14:30,16838
7/14/14 15:00,16550
7/14/14 15:30,16621
7/14/14 16:00,15657
7/14/14 16:30,15334
7/14/14 17:00,17584
7/14/14 17:30,20903
7/14/14 18:00,21968
7/14/14 18:30,26945
7/14/14 19:00,24416
7/14/14 19:30,22401
7/14/14 20:00,23549
7/14/14 20:30,21498
7/14/14 21:00,23114
7/14/14 21:30,23341
7/14/14 22:00,22141
7/14/14 22:30,19110
7/14/14 23:00,16682
7/14/14 23:30,12631
7/15/14 0:00,10089
7/15/14 0:30,8553
7/15/14 1:00,6416
7/15/14 1:30,4694
7/15/14 2:00,3933
7/15/14 2:30,2833
7/15/14 3:00,2089
7/15/14 3:30,1896
7/15/14 4:00,2055
7/15/14 4:30,2031
7/15/14 5:00,2449
7/15/14 5:30,4360
7/15/14 6:00,7036
7/15/14 6:30,11730
7/15/14 7:00,14387
7/15/14 7:30,17505
7/15/14 8:00,19091
7/15/14 8:30,21057
7/15/14 9:00,20050
7/15/14 9:30,18637
7/15/14 10:00,17555
7/15/14 10:30,17595
7/15/14 11:00,16312
7/15/14 11:30,18232
7/15/14 12:00,18446
7/15/14 12:30,18204
7/15/14 13:00,17607
7/15/14 13:30,18945
7/15/14 14:00,22208
7/15/14 14:30,21574
7/15/14 15:00,17299
7/15/14 15:30,15515
7/15/14 16:00,13246
7/15/14 16:30,12328
7/15/14 17:00,15342
7/15/14 17:30,18730
7/15/14 18:00,23412
7/15/14 18:30,26340
7/15/14 19:00,27167
7/15/14 19:30,26279
7/15/14 20:00,23392
7/15/14 20:30,21571
7/15/14 21:00,23477
7/15/14 21:30,22612
7/15/14 22:00,21389
7/15/14 22:30,19575
7/15/14 23:00,18165
7/15/14 23:30,14923
7/16/14 0:00,11815
7/16/14 0:30,9024
7/16/14 1:00,7363
7/16/14 1:30,5812
7/16/14 2:00,4559
7/16/14 2:30,3673
7/16/14 3:00,2830
7/16/14 3:30,2374
7/16/14 4:00,2556
7/16/14 4:30,2456
7/16/14 5:00,2486
7/16/14 5:30,4451
7/16/14 6:00,6723
7/16/14 6:30,12501
7/16/14 7:00,14763
7/16/14 7:30,18127
7/16/14 8:00,20393
7/16/14 8:30,20753
7/16/14 9:00,20124
7/16/14 9:30,19253
7/16/14 10:00,17981
7/16/14 10:30,17720
7/16/14 11:00,16525
7/16/14 11:30,18153
7/16/14 12:00,18558
7/16/14 12:30,17652
7/16/14 13:00,17292
7/16/14 13:30,17551
7/16/14 14:00,17951
7/16/14 14:30,17909
7/16/14 15:00,17442
7/16/14 15:30,16533
7/16/14 16:00,14776
7/16/14 16:30,13462
7/16/14 17:00,16363
7/16/14 17:30,19310
7/16/14 18:00,22346
7/16/14 18:30,24408
7/16/14 19:00,26225
7/16/14 19:30,25423
7/16/14 20:00,23811
7/16/14 20:30,22028
7/16/14 21:00,24290
7/16/14 21:30,24835
7/16/14 22:00,24269
7/16/14 22:30,23526
7/16/14 23:00,21968
7/16/14 23:30,20137
7/17/14 0:00,16928
7/17/14 0:30,12753
7/17/14 1:00,10087
7/17/14 1:30,7881
7/17/14 2:00,6006
7/17/14 2:30,4382
7/17/14 3:00,3676
7/17/14 3:30,3214
7/17/14 4:00,3205
7/17/14 4:30,2849
7/17/14 5:00,2887
7/17/14 5:30,5039
7/17/14 6:00,7132
7/17/14 6:30,12095
7/17/14 7:00,14558
7/17/14 7:30,17298
7/17/14 8:00,19124
7/17/14 8:30,20407
7/17/14 9:00,19379
7/17/14 9:30,18867
7/17/14 10:00,17662
7/17/14 10:30,17447
7/17/14 11:00,16579
7/17/14 11:30,18340
7/17/14 12:00,18760
7/17/14 12:30,18457
7/17/14 13:00,17608
7/17/14 13:30,18913
7/17/14 14:00,19122
7/17/14 14:30,19547
7/17/14 15:00,17267
7/17/14 15:30,15916
7/17/14 16:00,13836
7/17/14 16:30,11985
7/17/14 17:00,14313
7/17/14 17:30,17988
7/17/14 18:00,21181
7/17/14 18:30,23539
7/17/14 19:00,24714
7/17/14 19:30,25079
7/17/14 20:00,23032
7/17/14 20:30,21168
7/17/14 21:00,25514
7/17/14 21:30,26286
7/17/14 22:00,25650
7/17/14 22:30,24850
7/17/14 23:00,23869
7/17/14 23:30,22913
7/18/14 0:00,20850
7/18/14 0:30,16734
7/18/14 1:00,14106
7/18/14 1:30,11587
7/18/14 2:00,8951
7/18/14 2:30,7199
7/18/14 3:00,6051
7/18/14 3:30,4693
7/18/14 4:00,4507
7/18/14 4:30,3791
7/18/14 5:00,3586
7/18/14 5:30,4918
7/18/14 6:00,7039
7/18/14 6:30,11262
7/18/14 7:00,13725
7/18/14 7:30,15899
7/18/14 8:00,17329
7/18/14 8:30,19757
7/18/14 9:00,19341
7/18/14 9:30,17660
7/18/14 10:00,16532
7/18/14 10:30,16354
7/18/14 11:00,16054
7/18/14 11:30,17326
7/18/14 12:00,17463
7/18/14 12:30,17091
7/18/14 13:00,16668
7/18/14 13:30,17096
7/18/14 14:00,17811
7/18/14 14:30,17980
7/18/14 15:00,17080
7/18/14 15:30,15185
7/18/14 16:00,13538
7/18/14 16:30,12704
7/18/14 17:00,15019
7/18/14 17:30,18778
7/18/14 18:00,21583
7/18/14 18:30,23834
7/18/14 19:00,25123
7/18/14 19:30,24762
7/18/14 20:00,22761
7/18/14 20:30,22227
7/18/14 21:00,23985
7/18/14 21:30,23788
7/18/14 22:00,23855
7/18/14 22:30,26040
7/18/14 23:00,25863
7/18/14 23:30,25851
7/19/14 0:00,26100
7/19/14 0:30,24625
7/19/14 1:00,22657
7/19/14 1:30,20289
7/19/14 2:00,18524
7/19/14 2:30,15943
7/19/14 3:00,13179
7/19/14 3:30,12423
7/19/14 4:00,10478
7/19/14 4:30,6556
7/19/14 5:00,4561
7/19/14 5:30,3513
7/19/14 6:00,3607
7/19/14 6:30,4781
7/19/14 7:00,5423
7/19/14 7:30,6669
7/19/14 8:00,7064
7/19/14 8:30,9363
7/19/14 9:00,10874
7/19/14 9:30,13255
7/19/14 10:00,13164
7/19/14 10:30,15159
7/19/14 11:00,16030
7/19/14 11:30,18256
7/19/14 12:00,17751
7/19/14 12:30,17675
7/19/14 13:00,18557
7/19/14 13:30,18389
7/19/14 14:00,17538
7/19/14 14:30,17506
7/19/14 15:00,17580
7/19/14 15:30,18027
7/19/14 16:00,16959
7/19/14 16:30,17066
7/19/14 17:00,18155
7/19/14 17:30,20610
7/19/14 18:00,20793
7/19/14 18:30,21584
7/19/14 19:00,23493
7/19/14 19:30,22555
7/19/14 20:00,20183
7/19/14 20:30,20441
7/19/14 21:00,21555
7/19/14 21:30,22406
7/19/14 22:00,22512
7/19/14 22:30,24667
7/19/14 23:00,25424
7/19/14 23:30,25852
7/20/14 0:00,25137
7/20/14 0:30,24099
7/20/14 1:00,23058
7/20/14 1:30,20786
7/20/14 2:00,19217
7/20/14 2:30,16329
7/20/14 3:00,14293
7/20/14 3:30,13193
7/20/14 4:00,11166
7/20/14 4:30,7518
7/20/14 5:00,4877
7/20/14 5:30,3639
7/20/14 6:00,3412
7/20/14 6:30,3827
7/20/14 7:00,3922
7/20/14 7:30,5241
7/20/14 8:00,5601
7/20/14 8:30,7147
7/20/14 9:00,8425
7/20/14 9:30,10951
7/20/14 10:00,11800
7/20/14 10:30,13936
7/20/14 11:00,14835
7/20/14 11:30,16412
7/20/14 12:00,16763
7/20/14 12:30,17613
7/20/14 13:00,17439
7/20/14 13:30,17921
7/20/14 14:00,18605
7/20/14 14:30,18113
7/20/14 15:00,17579
7/20/14 15:30,16927
7/20/14 16:00,16526
7/20/14 16:30,16956
7/20/14 17:00,17381
7/20/14 17:30,19232
7/20/14 18:00,19127
7/20/14 18:30,19404
7/20/14 19:00,18812
7/20/14 19:30,18253
7/20/14 20:00,16497
7/20/14 20:30,16681
7/20/14 21:00,17334
7/20/14 21:30,17674
7/20/14 22:00,16469
7/20/14 22:30,15128
7/20/14 23:00,13973
7/20/14 23:30,12040
7/21/14 0:00,9494
7/21/14 0:30,6963
7/21/14 1:00,5611
7/21/14 1:30,4140
7/21/14 2:00,3370
7/21/14 2:30,2625
7/21/14 3:00,2093
7/21/14 3:30,1854
7/21/14 4:00,2482
7/21/14 4:30,2529
7/21/14 5:00,2968
7/21/14 5:30,4540
7/21/14 6:00,6868
7/21/14 6:30,10765
7/21/14 7:00,13095
7/21/14 7:30,15651
7/21/14 8:00,17427
7/21/14 8:30,18637
7/21/14 9:00,18614
7/21/14 9:30,17187
7/21/14 10:00,15281
7/21/14 10:30,15505
7/21/14 11:00,15168
7/21/14 11:30,15813
7/21/14 12:00,15979
7/21/14 12:30,16314
7/21/14 13:00,16002
7/21/14 13:30,16845
7/21/14 14:00,17009
7/21/14 14:30,17302
7/21/14 15:00,16649
7/21/14 15:30,16857
7/21/14 16:00,15733
7/21/14 16:30,15537
7/21/14 17:00,17362
7/21/14 17:30,19639
7/21/14 18:00,22891
7/21/14 18:30,22920
7/21/14 19:00,22941
